n, each1e6, each1e4, each1e3, each, mean1e6, mean1e4, mean1e3, mean, variance, stdDev, median, median1e3
3011, 896814.5, 8968.1455, 896.8145, 0.8968145, 896814.5, 8968.1455, 896.8145, 0.8968145, 6.3067906e-5, 7.94153e-3, 0.8982, 898.19995
3001, 891969.6, 8919.696, 891.9696, 0.8919696, 891969.6, 8919.696, 891.9696, 0.8919696, 4.3456577e-5, 6.59216e-3, 0.892028, 892.02795
2991, 873681.3, 8736.813, 873.68134, 0.8736813, 873681.3, 8736.813, 873.68134, 0.8736813, 8.301974e-5, 9.111517e-3, 0.871931, 871.931
2981, 878606.4, 8786.063, 878.6064, 0.8786064, 878606.4, 8786.063, 878.6064, 0.8786064, 1.3666655e-4, 1.1690447e-2, 0.876595, 876.59503
2971, 877991.7, 8779.917, 877.9917, 0.8779917, 877991.7, 8779.917, 877.9917, 0.8779917, 9.0585105e-5, 9.51762e-3, 0.877591, 877.591
2961, 858913.1, 8589.131, 858.91315, 0.8589131, 858913.1, 8589.131, 858.91315, 0.8589131, 9.616861e-5, 9.806559e-3, 0.857888, 857.888
2951, 878910.5, 8789.1045, 878.91046, 0.8789105, 878910.5, 8789.1045, 878.91046, 0.8789105, 1.0868822e-4, 1.0425365e-2, 0.877588, 877.58795
2941, 846649.5, 8466.495, 846.64954, 0.8466495, 846649.5, 8466.495, 846.64954, 0.8466495, 6.906149e-4, 2.6279554e-2, 0.842092, 842.092
2931, 824807.9, 8248.079, 824.80786, 0.8248079, 824807.9, 8248.079, 824.80786, 0.8248079, 1.747348e-4, 1.3218729e-2, 0.823676, 823.67596
2921, 871629.94, 8716.3, 871.62994, 0.87162995, 871629.94, 8716.3, 871.62994, 0.87162995, 1.19027296e-4, 1.0909963e-2, 0.870622, 870.622
2911, 846304.9, 8463.049, 846.3049, 0.8463049, 846304.9, 8463.049, 846.3049, 0.8463049, 1.457559e-4, 1.207294e-2, 0.846462, 846.46204
2901, 863592.44, 8635.925, 863.59247, 0.86359245, 863592.44, 8635.925, 863.59247, 0.86359245, 5.78398e-5, 7.605248e-3, 0.864665, 864.665
2891, 809498.0, 8094.98, 809.498, 0.809498, 809498.0, 8094.98, 809.498, 0.809498, 8.359623e-5, 9.143097e-3, 0.809719, 809.71906
2881, 821692.56, 8216.926, 821.69257, 0.8216926, 821692.56, 8216.926, 821.69257, 0.8216926, 8.8850335e-5, 9.426045e-3, 0.818324, 818.32404
2871, 805836.3, 8058.3633, 805.8363, 0.8058363, 805836.3, 8058.3633, 805.8363, 0.8058363, 1.2795089e-4, 1.1311538e-2, 0.805496, 805.496
2861, 816978.7, 8169.787, 816.9787, 0.8169787, 816978.7, 8169.787, 816.9787, 0.8169787, 4.855438e-5, 6.9680973e-3, 0.818706, 818.706
2851, 800644.44, 8006.4443, 800.6445, 0.80064446, 800644.44, 8006.4443, 800.6445, 0.80064446, 5.9631093e-5, 7.722117e-3, 0.798191, 798.19104
2841, 784488.44, 7844.8843, 784.48846, 0.78448844, 784488.44, 7844.8843, 784.48846, 0.78448844, 7.1379625e-5, 8.448646e-3, 0.784478, 784.478
2831, 798177.6, 7981.776, 798.1776, 0.7981776, 798177.6, 7981.776, 798.1776, 0.7981776, 1.12895636e-4, 1.0625236e-2, 0.796027, 796.027
2821, 789649.1, 7896.491, 789.6491, 0.7896491, 789649.1, 7896.491, 789.6491, 0.7896491, 6.750913e-4, 2.598252e-2, 0.784596, 784.596
2811, 740812.3, 7408.123, 740.8123, 0.7408123, 740812.3, 7408.123, 740.8123, 0.7408123, 8.0492195e-5, 8.971744e-3, 0.740431, 740.431
2801, 763937.4, 7639.3735, 763.9374, 0.76393735, 763937.4, 7639.3735, 763.9374, 0.76393735, 8.680707e-5, 9.317031e-3, 0.763248, 763.24805
2791, 739405.56, 7394.0557, 739.4056, 0.7394056, 739405.56, 7394.0557, 739.4056, 0.7394056, 4.5863544e-5, 6.772263e-3, 0.739502, 739.502
2781, 779567.2, 7795.672, 779.5672, 0.7795672, 779567.2, 7795.672, 779.5672, 0.7795672, 8.30512e-5, 9.113243e-3, 0.78074, 780.74005
2771, 749565.9, 7495.659, 749.5659, 0.7495659, 749565.9, 7495.659, 749.5659, 0.7495659, 3.8256265e-5, 6.1851647e-3, 0.749218, 749.218
2761, 719806.0, 7198.06, 719.806, 0.719806, 719806.0, 7198.06, 719.806, 0.719806, 4.2128042e-5, 6.490612e-3, 0.720828, 720.828
2751, 699573.8, 6995.7383, 699.5738, 0.6995738, 699573.8, 6995.7383, 699.5738, 0.6995738, 7.282967e-5, 8.53403e-3, 0.699034, 699.034
2741, 730992.2, 7309.922, 730.9922, 0.7309922, 730992.2, 7309.922, 730.9922, 0.7309922, 6.211949e-5, 7.881592e-3, 0.73131, 731.31
2731, 772346.9, 7723.4688, 772.34686, 0.77234685, 772346.9, 7723.4688, 772.34686, 0.77234685, 3.1099764e-5, 5.5767163e-3, 0.771621, 771.621
2721, 713370.2, 7133.702, 713.3702, 0.7133702, 713370.2, 7133.702, 713.3702, 0.7133702, 6.4410415e-5, 8.02561e-3, 0.713325, 713.325
2711, 679365.44, 6793.655, 679.3655, 0.67936546, 679365.44, 6793.655, 679.3655, 0.67936546, 1.307861e-4, 1.1436175e-2, 0.676538, 676.53796
2701, 717559.06, 7175.5903, 717.559, 0.71755904, 717559.06, 7175.5903, 717.559, 0.71755904, 6.486494e-5, 8.053877e-3, 0.717614, 717.614
2691, 722647.0, 7226.47, 722.64703, 0.722647, 722647.0, 7226.47, 722.64703, 0.722647, 9.883171e-4, 3.143751e-2, 0.712662, 712.662
2681, 716923.06, 7169.2305, 716.92303, 0.71692306, 716923.06, 7169.2305, 716.92303, 0.71692306, 7.479631e-5, 8.648486e-3, 0.715234, 715.234
2671, 695026.6, 6950.2666, 695.0266, 0.69502664, 695026.6, 6950.2666, 695.0266, 0.69502664, 1.1306135e-4, 1.0633031e-2, 0.694676, 694.67596
2661, 667820.56, 6678.2056, 667.82056, 0.6678206, 667820.56, 6678.2056, 667.82056, 0.6678206, 6.3511696e-5, 7.969422e-3, 0.667719, 667.719
2651, 687249.8, 6872.4985, 687.2498, 0.68724984, 687249.8, 6872.4985, 687.2498, 0.68724984, 5.6285793e-5, 7.502386e-3, 0.687417, 687.417
2641, 685955.94, 6859.5596, 685.95593, 0.68595594, 685955.94, 6859.5596, 685.95593, 0.68595594, 9.693647e-5, 9.845632e-3, 0.684944, 684.944
2631, 698470.1, 6984.701, 698.4701, 0.6984701, 698470.1, 6984.701, 698.4701, 0.6984701, 5.366213e-5, 7.325444e-3, 0.699828, 699.828
2621, 664385.25, 6643.8525, 664.38525, 0.66438526, 664385.25, 6643.8525, 664.38525, 0.66438526, 8.5308064e-5, 9.236236e-3, 0.662732, 662.732
2611, 668616.4, 6686.1636, 668.61633, 0.66861635, 668616.4, 6686.1636, 668.61633, 0.66861635, 7.637073e-5, 8.739035e-3, 0.665503, 665.50305
2601, 651451.06, 6514.5107, 651.45105, 0.65145105, 651451.06, 6514.5107, 651.45105, 0.65145105, 3.5473222e-5, 5.95594e-3, 0.649944, 649.94403
2591, 627161.75, 6271.617, 627.16174, 0.62716174, 627161.75, 6271.617, 627.16174, 0.62716174, 7.145482e-5, 8.453095e-3, 0.625692, 625.692
2581, 639684.75, 6396.847, 639.68475, 0.63968474, 639684.75, 6396.847, 639.68475, 0.63968474, 4.853271e-5, 6.9665425e-3, 0.63911, 639.11005
2571, 645976.8, 6459.7686, 645.97687, 0.64597684, 645976.8, 6459.7686, 645.97687, 0.64597684, 3.504853e-5, 5.92018e-3, 0.646342, 646.342
2561, 621083.06, 6210.8306, 621.08307, 0.6210831, 621083.06, 6210.8306, 621.08307, 0.6210831, 6.2708066e-5, 7.918842e-3, 0.621127, 621.127
2551, 603484.4, 6034.8438, 603.4844, 0.6034844, 603484.4, 6034.8438, 603.4844, 0.6034844, 1.0690745e-4, 1.0339606e-2, 0.601416, 601.416
2541, 644715.4, 6447.154, 644.7154, 0.64471537, 644715.4, 6447.154, 644.7154, 0.64471537, 4.505776e-5, 6.712508e-3, 0.643832, 643.83203
2531, 624051.5, 6240.515, 624.0515, 0.6240515, 624051.5, 6240.515, 624.0515, 0.6240515, 3.767047e-5, 6.137627e-3, 0.624025, 624.02496
2521, 591249.7, 5912.497, 591.2497, 0.5912497, 591249.7, 5912.497, 591.2497, 0.5912497, 5.9253987e-5, 7.697661e-3, 0.58824, 588.24005
2511, 580279.56, 5802.796, 580.2796, 0.5802796, 580279.56, 5802.796, 580.2796, 0.5802796, 4.924819e-5, 7.0177056e-3, 0.579363, 579.363
2501, 586051.1, 5860.511, 586.0511, 0.5860511, 586051.1, 5860.511, 586.0511, 0.5860511, 5.632699e-5, 7.505131e-3, 0.585229, 585.229
2491, 588470.25, 5884.7026, 588.4703, 0.5884703, 588470.25, 5884.7026, 588.4703, 0.5884703, 1.2182104e-4, 1.1037257e-2, 0.584746, 584.74603
2481, 572732.3, 5727.323, 572.7323, 0.5727323, 572732.3, 5727.323, 572.7323, 0.5727323, 4.0749786e-5, 6.383556e-3, 0.572356, 572.35596
2471, 593682.3, 5936.8228, 593.6823, 0.5936823, 593682.3, 5936.8228, 593.6823, 0.5936823, 2.1193886e-5, 4.6036816e-3, 0.594222, 594.222
2461, 578457.6, 5784.5767, 578.45764, 0.57845765, 578457.6, 5784.5767, 578.45764, 0.57845765, 6.677595e-5, 8.171655e-3, 0.577215, 577.215
2451, 544645.4, 5446.4536, 544.6454, 0.54464537, 544645.4, 5446.4536, 544.6454, 0.54464537, 3.6525693e-5, 6.043649e-3, 0.54548, 545.48004
2441, 585344.6, 5853.4463, 585.3446, 0.5853446, 585344.6, 5853.4463, 585.3446, 0.5853446, 3.7861457e-5, 6.1531663e-3, 0.584701, 584.701
2431, 568256.8, 5682.568, 568.2568, 0.5682568, 568256.8, 5682.568, 568.2568, 0.5682568, 6.0550945e-5, 7.781449e-3, 0.567227, 567.227
2421, 542707.7, 5427.0767, 542.7077, 0.5427077, 542707.7, 5427.0767, 542.7077, 0.5427077, 6.529672e-5, 8.080639e-3, 0.541921, 541.921
2411, 535189.06, 5351.89, 535.189, 0.53518903, 535189.06, 5351.89, 535.189, 0.53518903, 5.475835e-5, 7.3998887e-3, 0.534672, 534.672
2401, 533916.56, 5339.1655, 533.9165, 0.53391653, 533916.56, 5339.1655, 533.9165, 0.53391653, 6.4975924e-5, 8.0607645e-3, 0.534987, 534.987
2391, 538881.94, 5388.8193, 538.88196, 0.53888196, 538881.94, 5388.8193, 538.88196, 0.53888196, 1.5634164e-4, 1.2503665e-2, 0.53741, 537.41003
2381, 552131.44, 5521.314, 552.1314, 0.5521314, 552131.44, 5521.314, 552.1314, 0.5521314, 1.00004e-3, 3.162341e-2, 0.542439, 542.43896
2371, 545582.06, 5455.821, 545.58203, 0.54558206, 545582.06, 5455.821, 545.58203, 0.54558206, 7.0096845e-5, 8.372386e-3, 0.546121, 546.121
2361, 540669.3, 5406.6934, 540.6693, 0.5406693, 540669.3, 5406.6934, 540.6693, 0.5406693, 5.1480918e-5, 7.1750204e-3, 0.540699, 540.699
2351, 518355.78, 5183.558, 518.3558, 0.5183558, 518355.78, 5183.558, 518.3558, 0.5183558, 7.532065e-5, 8.678747e-3, 0.517977, 517.977
2341, 538548.7, 5385.4873, 538.5487, 0.5385487, 538548.7, 5385.4873, 538.5487, 0.5385487, 6.62574e-4, 2.5740514e-2, 0.533757, 533.75696
2331, 477867.28, 4778.673, 477.86728, 0.47786728, 477867.28, 4778.673, 477.86728, 0.47786728, 3.0344721e-5, 5.5086045e-3, 0.477701, 477.70102
2321, 496008.13, 4960.081, 496.00812, 0.49600813, 496008.13, 4960.081, 496.00812, 0.49600813, 4.8593673e-5, 6.9709164e-3, 0.49408, 494.08002
2311, 528080.3, 5280.8027, 528.08026, 0.5280803, 528080.3, 5280.8027, 528.08026, 0.5280803, 8.701642e-5, 9.328259e-3, 0.526805, 526.805
2301, 489717.03, 4897.1704, 489.71704, 0.48971704, 489717.03, 4897.1704, 489.71704, 0.48971704, 5.688351e-5, 7.5421156e-3, 0.489043, 489.043
2291, 516179.88, 5161.799, 516.1799, 0.51617986, 516179.88, 5161.799, 516.1799, 0.51617986, 4.4033175e-5, 6.6357497e-3, 0.5155, 515.5
2281, 505341.2, 5053.4116, 505.3412, 0.5053412, 505341.2, 5053.4116, 505.3412, 0.5053412, 5.725389e-5, 7.56663e-3, 0.504833, 504.83298
2271, 504782.38, 5047.8237, 504.78238, 0.5047824, 504782.38, 5047.8237, 504.78238, 0.5047824, 4.8159673e-5, 6.939717e-3, 0.504553, 504.553
2261, 473903.16, 4739.0313, 473.90314, 0.47390315, 473903.16, 4739.0313, 473.90314, 0.47390315, 4.275804e-5, 6.5389634e-3, 0.473279, 473.279
2251, 453047.6, 4530.476, 453.0476, 0.4530476, 453047.6, 4530.476, 453.0476, 0.4530476, 2.594366e-5, 5.093492e-3, 0.452983, 452.983
2241, 480889.34, 4808.8936, 480.88934, 0.48088935, 480889.34, 4808.8936, 480.88934, 0.48088935, 6.236698e-5, 7.897276e-3, 0.479293, 479.293
2231, 472775.03, 4727.7505, 472.77505, 0.47277504, 472775.03, 4727.7505, 472.77505, 0.47277504, 3.5983106e-5, 5.998592e-3, 0.473107, 473.10703
2221, 481428.25, 4814.282, 481.42822, 0.48142824, 481428.25, 4814.282, 481.42822, 0.48142824, 7.050052e-4, 2.6551934e-2, 0.474897, 474.897
2211, 454163.16, 4541.632, 454.16318, 0.45416316, 454163.16, 4541.632, 454.16318, 0.45416316, 2.8349787e-5, 5.3244517e-3, 0.453754, 453.754
2201, 451581.06, 4515.8105, 451.58105, 0.45158106, 451581.06, 4515.8105, 451.58105, 0.45158106, 3.152143e-5, 5.614395e-3, 0.451548, 451.548
2191, 461049.16, 4610.4917, 461.04916, 0.46104917, 461049.16, 4610.4917, 461.04916, 0.46104917, 3.7291527e-5, 6.106679e-3, 0.459776, 459.776
2181, 469699.28, 4696.993, 469.69928, 0.4696993, 469699.28, 4696.993, 469.69928, 0.4696993, 4.1983873e-4, 2.0489966e-2, 0.465896, 465.896
2171, 441150.88, 4411.509, 441.15088, 0.44115087, 441150.88, 4411.509, 441.15088, 0.44115087, 2.8818817e-5, 5.368316e-3, 0.440541, 440.541
2161, 424554.5, 4245.545, 424.5545, 0.4245545, 424554.5, 4245.545, 424.5545, 0.4245545, 2.4246161e-5, 4.924039e-3, 0.425002, 425.002
2151, 420227.44, 4202.2744, 420.22745, 0.42022744, 420227.44, 4202.2744, 420.22745, 0.42022744, 3.207402e-5, 5.6633926e-3, 0.418855, 418.855
2141, 445992.97, 4459.9297, 445.99298, 0.44599298, 445992.97, 4459.9297, 445.99298, 0.44599298, 4.305113e-5, 6.561336e-3, 0.446657, 446.657
2131, 416939.66, 4169.3965, 416.93964, 0.41693965, 416939.66, 4169.3965, 416.93964, 0.41693965, 4.0292973e-5, 6.3476744e-3, 0.416356, 416.356
2121, 416833.84, 4168.3384, 416.83386, 0.41683385, 416833.84, 4168.3384, 416.83386, 0.41683385, 3.9135146e-5, 6.2558088e-3, 0.417273, 417.273
2111, 408792.4, 4087.924, 408.79242, 0.4087924, 408792.4, 4087.924, 408.79242, 0.4087924, 4.2994783e-5, 6.557041e-3, 0.407578, 407.578
2101, 414803.84, 4148.038, 414.80383, 0.41480383, 414803.84, 4148.038, 414.80383, 0.41480383, 3.174047e-5, 5.6338683e-3, 0.413577, 413.577
2091, 367338.53, 3673.3855, 367.33853, 0.36733854, 367338.53, 3673.3855, 367.33853, 0.36733854, 1.4698477e-5, 3.8338592e-3, 0.367773, 367.773
2081, 409059.9, 4090.599, 409.0599, 0.4090599, 409059.9, 4090.599, 409.0599, 0.4090599, 5.6412475e-5, 7.5108237e-3, 0.409102, 409.102
2071, 386712.13, 3867.1213, 386.71213, 0.38671213, 386712.13, 3867.1213, 386.71213, 0.38671213, 3.3327226e-5, 5.772974e-3, 0.385908, 385.90802
2061, 399128.6, 3991.286, 399.1286, 0.3991286, 399128.6, 3991.286, 399.1286, 0.3991286, 2.9656501e-5, 5.4457784e-3, 0.399817, 399.817
2051, 389197.97, 3891.9797, 389.19797, 0.38919798, 389197.97, 3891.9797, 389.19797, 0.38919798, 2.3002258e-5, 4.796067e-3, 0.389271, 389.271
2041, 391162.94, 3911.6294, 391.16293, 0.39116293, 391162.94, 3911.6294, 391.16293, 0.39116293, 7.5424905e-5, 8.684752e-3, 0.389341, 389.341
2031, 394936.75, 3949.3674, 394.93674, 0.39493674, 394936.75, 3949.3674, 394.93674, 0.39493674, 1.9285544e-5, 4.391531e-3, 0.394972, 394.972
2021, 384087.13, 3840.871, 384.08713, 0.38408712, 384087.13, 3840.871, 384.08713, 0.38408712, 9.529537e-5, 9.761935e-3, 0.382224, 382.224
2011, 368068.9, 3680.689, 368.0689, 0.3680689, 368068.9, 3680.689, 368.0689, 0.3680689, 2.3678695e-5, 4.8660757e-3, 0.367642, 367.642
2001, 371841.03, 3718.4104, 371.84103, 0.37184104, 371841.03, 3718.4104, 371.84103, 0.37184104, 3.936263e-5, 6.2739644e-3, 0.372139, 372.139
1991, 378507.5, 3785.075, 378.5075, 0.3785075, 378507.5, 3785.075, 378.5075, 0.3785075, 3.2398344e-5, 5.6919544e-3, 0.377805, 377.805
1981, 348552.4, 3485.5242, 348.5524, 0.3485524, 348552.4, 3485.5242, 348.5524, 0.3485524, 1.8503222e-5, 4.3015373e-3, 0.349003, 349.003
1971, 358381.53, 3583.8154, 358.38153, 0.35838154, 358381.53, 3583.8154, 358.38153, 0.35838154, 2.9958323e-5, 5.4734196e-3, 0.358905, 358.905
1961, 344753.34, 3447.5334, 344.75336, 0.34475335, 344753.34, 3447.5334, 344.75336, 0.34475335, 2.1585252e-5, 4.645993e-3, 0.344565, 344.565
1951, 348988.06, 3489.8806, 348.98807, 0.34898806, 348988.06, 3489.8806, 348.98807, 0.34898806, 2.0555362e-5, 4.533802e-3, 0.349026, 349.026
1941, 326167.03, 3261.6702, 326.16702, 0.32616702, 326167.03, 3261.6702, 326.16702, 0.32616702, 3.440505e-5, 5.865582e-3, 0.324359, 324.359
1931, 340954.47, 3409.545, 340.95447, 0.34095448, 340954.47, 3409.545, 340.95447, 0.34095448, 3.9412993e-5, 6.277977e-3, 0.339501, 339.501
1921, 344544.72, 3445.447, 344.5447, 0.3445447, 344544.72, 3445.447, 344.5447, 0.3445447, 2.491288e-5, 4.9912804e-3, 0.343957, 343.957
1911, 334791.03, 3347.9104, 334.79105, 0.33479103, 334791.03, 3347.9104, 334.79105, 0.33479103, 3.9944767e-5, 6.3201874e-3, 0.333918, 333.918
1901, 339505.94, 3395.0593, 339.50595, 0.33950594, 339505.94, 3395.0593, 339.50595, 0.33950594, 2.8103112e-5, 5.3012366e-3, 0.339439, 339.439
1891, 334870.0, 3348.7002, 334.87003, 0.33487, 334870.0, 3348.7002, 334.87003, 0.33487, 2.4881725e-5, 4.9881586e-3, 0.334688, 334.68802
1881, 328378.1, 3283.7808, 328.37808, 0.32837808, 328378.1, 3283.7808, 328.37808, 0.32837808, 3.4239097e-4, 1.850381e-2, 0.325139, 325.13898
1871, 311405.53, 3114.0554, 311.40555, 0.31140554, 311405.53, 3114.0554, 311.40555, 0.31140554, 2.5473051e-5, 5.0470834e-3, 0.311575, 311.57498
1861, 331507.66, 3315.0764, 331.50766, 0.33150765, 331507.66, 3315.0764, 331.50766, 0.33150765, 1.6048767e-5, 4.006091e-3, 0.33197, 331.97
1851, 298454.7, 2984.5466, 298.45468, 0.29845467, 298454.7, 2984.5466, 298.45468, 0.29845467, 1.6925995e-5, 4.114121e-3, 0.297928, 297.928
1841, 294378.97, 2943.7896, 294.37897, 0.29437897, 294378.97, 2943.7896, 294.37897, 0.29437897, 1.1388433e-5, 3.3746753e-3, 0.293561, 293.561
1831, 315569.53, 3155.6953, 315.56952, 0.31556952, 315569.53, 3155.6953, 315.56952, 0.31556952, 2.325453e-5, 4.822295e-3, 0.31457, 314.57
1821, 293781.3, 2937.813, 293.7813, 0.2937813, 293781.3, 2937.813, 293.7813, 0.2937813, 3.8935475e-5, 6.2398296e-3, 0.293215, 293.215
1811, 287393.84, 2873.9385, 287.39383, 0.28739384, 287393.84, 2873.9385, 287.39383, 0.28739384, 1.37734205e-5, 3.711256e-3, 0.286935, 286.935
1801, 286530.84, 2865.3086, 286.53085, 0.28653085, 286530.84, 2865.3086, 286.53085, 0.28653085, 1.6992824e-5, 4.1222353e-3, 0.285999, 285.999
1791, 288600.8, 2886.008, 288.6008, 0.2886008, 288600.8, 2886.008, 288.6008, 0.2886008, 2.157455e-5, 4.644841e-3, 0.287678, 287.678
1781, 285579.22, 2855.7922, 285.57922, 0.28557923, 285579.22, 2855.7922, 285.57922, 0.28557923, 1.8624884e-4, 1.3647302e-2, 0.282194, 282.194
1771, 271760.34, 2717.6035, 271.76035, 0.27176034, 271760.34, 2717.6035, 271.76035, 0.27176034, 7.289787e-5, 8.5380245e-3, 0.271455, 271.455
1761, 298567.3, 2985.6733, 298.56732, 0.29856732, 298567.3, 2985.6733, 298.56732, 0.29856732, 1.17947966e-4, 1.0860385e-2, 0.294964, 294.964
