n, each1e6, each1e4, each1e3, each, mean1e6, mean1e4, mean1e3, mean, variance, stdDev, median, median1e3
3001, 17395.402, 173.95401, 17.395401, 1.7395401e-2, 17395.402, 173.95401, 17.395401, 1.7395401e-2, 1.6957809e-5, 4.117986e-3, 1.6021e-2, 16.021
2901, 15705.367, 157.05368, 15.705367, 1.5705368e-2, 15705.367, 157.05368, 15.705367, 1.5705368e-2, 1.5324662e-5, 3.9146724e-3, 1.4165e-2, 14.165
2801, 14343.101, 143.431, 14.343101, 1.4343101e-2, 14343.101, 143.431, 14.343101, 1.4343101e-2, 1.3119851e-5, 3.6221335e-3, 1.3165e-2, 13.165
2701, 14141.933, 141.41933, 14.141933, 1.4141933e-2, 14141.933, 141.41933, 14.141933, 1.4141933e-2, 1.5757032e-5, 3.969513e-3, 1.2995e-2, 12.995
2601, 11324.934, 113.24934, 11.324934, 1.1324934e-2, 11324.934, 113.24934, 11.324934, 1.1324934e-2, 1.0321286e-5, 3.212676e-3, 1.0263e-2, 10.263
2501, 10302.301, 103.023, 10.3023, 1.0302301e-2, 10302.301, 103.023, 10.3023, 1.0302301e-2, 9.483233e-6, 3.0794858e-3, 9.38e-3, 9.38
2401, 9841.934, 98.41934, 9.841934, 9.841934e-3, 9841.934, 98.41934, 9.841934, 9.841934e-3, 5.221073e-6, 2.2849666e-3, 9.4e-3, 9.4
2301, 8473.733, 84.737335, 8.473734, 8.473733e-3, 8473.733, 84.737335, 8.473734, 8.473733e-3, 6.2812046e-6, 2.506233e-3, 7.653e-3, 7.653
2201, 9846.533, 98.46534, 9.846534, 9.846534e-3, 9846.533, 98.46534, 9.846534, 9.846534e-3, 6.4635433e-6, 2.54235e-3, 8.963e-3, 8.963
2101, 7577.5674, 75.77567, 7.5775676, 7.5775674e-3, 7577.5674, 75.77567, 7.5775676, 7.5775674e-3, 3.2557757e-6, 1.8043768e-3, 7.243e-3, 7.243
2001, 5893.8994, 58.938995, 5.8938994, 5.8938996e-3, 5893.8994, 58.938995, 5.8938994, 5.8938996e-3, 3.30105e-6, 1.8168791e-3, 5.413e-3, 5.413
1901, 5060.5, 50.605, 5.0605, 5.0605e-3, 5060.5, 50.605, 5.0605, 5.0605e-3, 3.1298387e-7, 5.594496e-4, 4.966e-3, 4.966
1801, 5945.2, 59.452, 5.9452, 5.9452e-3, 5945.2, 59.452, 5.9452, 5.9452e-3, 3.7483692e-6, 1.9360705e-3, 5.428e-3, 5.428
1701, 4024.6, 40.246002, 4.0246, 4.0246e-3, 4024.6, 40.246002, 4.0246, 4.0246e-3, 2.388711e-6, 1.5455455e-3, 3.734e-3, 3.734
1601, 3907.0667, 39.070667, 3.9070668, 3.907067e-3, 3907.0667, 39.070667, 3.9070668, 3.907067e-3, 2.599375e-6, 1.6122577e-3, 3.483e-3, 3.483
1501, 3183.7998, 31.837997, 3.1837997, 3.1837998e-3, 3183.7998, 31.837997, 3.1837997, 3.1837998e-3, 2.4686838e-7, 4.968585e-4, 3.029e-3, 3.029
1401, 2403.7666, 24.037666, 2.4037666, 2.4037666e-3, 2403.7666, 24.037666, 2.4037666, 2.4037666e-3, 3.8394447e-8, 1.9594502e-4, 2.361e-3, 2.361
1301, 2386.8335, 23.868336, 2.3868334, 2.3868335e-3, 2386.8335, 23.868336, 2.3868334, 2.3868335e-3, 1.807817e-7, 4.2518432e-4, 2.203e-3, 2.203
1201, 2341.0, 23.41, 2.3409998, 2.341e-3, 2341.0, 23.41, 2.3409998, 2.341e-3, 2.8102212e-8, 1.6763715e-4, 2.288e-3, 2.2879999
1101, 1364.3667, 13.643667, 1.3643668, 1.3643667e-3, 1364.3667, 13.643667, 1.3643668, 1.3643667e-3, 2.8582894e-8, 1.6906476e-4, 1.316e-3, 1.316
1001, 1315.6667, 13.156667, 1.3156667, 1.3156667e-3, 1315.6667, 13.156667, 1.3156667, 1.3156667e-3, 4.2459085e-8, 2.0605602e-4, 1.283e-3, 1.283
901, 1117.7332, 11.177332, 1.1177332, 1.1177332e-3, 1117.7332, 11.177332, 1.1177332, 1.1177332e-3, 2.929928e-9, 5.412881e-5, 1.106e-3, 1.1060001
801, 518.1, 5.1809998, 0.51809996, 5.181e-4, 518.1, 5.1809998, 0.51809996, 5.181e-4, 4.6939217e-8, 2.166546e-4, 4.63e-4, 0.463
701, 655.0666, 6.550666, 0.65506655, 6.550666e-4, 655.0666, 6.550666, 0.65506655, 6.550666e-4, 2.9782596e-8, 1.7257634e-4, 5.73e-4, 0.573
601, 574.5667, 5.745667, 0.5745667, 5.745667e-4, 574.5667, 5.745667, 0.5745667, 5.745667e-4, 1.9936698e-7, 4.465053e-4, 4.86e-4, 0.486
501, 246.30002, 2.463, 0.24630001, 2.463e-4, 246.30002, 2.463, 0.24630001, 2.463e-4, 2.8842956e-7, 5.3705636e-4, 1.33e-4, 0.133
401, 114.63332, 1.1463332, 0.11463332, 1.1463332e-4, 114.63332, 1.1463332, 0.11463332, 1.1463332e-4, 1.0706833e-8, 1.0347382e-4, 8.7e-5, 8.7e-2
301, 147.23329, 1.472333, 0.14723329, 1.472333e-4, 147.23329, 1.472333, 0.14723329, 1.472333e-4, 5.889599e-8, 2.4268495e-4, 8.3e-5, 8.3e-2
