n, each1e6, each1e4, each1e3, each, mean1e6, mean1e4, mean1e3, mean, variance, stdDev, median, median1e3, medianEach1e3, medianEach1e6
3001, 849620.94, 8496.209, 849.6209, 0.84962094, 849620.94, 8496.209, 849.6209, 0.84962094, 9.591853e-5, 9.7938e-3, 0.849095, 849.095, 849.095, 849095.0
2901, 810783.8, 8107.838, 810.7838, 0.8107838, 810783.8, 8107.838, 810.7838, 0.8107838, 7.618101e-5, 8.728174e-3, 0.809462, 809.46204, 809.46204, 809462.0
2801, 783025.9, 7830.259, 783.0259, 0.78302586, 783025.9, 7830.259, 783.0259, 0.78302586, 8.532263e-5, 9.237025e-3, 0.780995, 780.995, 780.995, 780995.0
2701, 751582.1, 7515.8213, 751.58215, 0.75158215, 751582.1, 7515.8213, 751.58215, 0.75158215, 4.3151733e-5, 6.5689976e-3, 0.752193, 752.193, 752.193, 752193.0
2601, 716458.06, 7164.581, 716.45807, 0.7164581, 716458.06, 7164.581, 716.45807, 0.7164581, 7.4061514e-5, 8.6059e-3, 0.715726, 715.726, 715.726, 715726.0
2501, 693264.8, 6932.6484, 693.26483, 0.69326484, 693264.8, 6932.6484, 693.26483, 0.69326484, 6.119034e-5, 7.822425e-3, 0.694979, 694.979, 694.979, 694979.0
2401, 681598.8, 6815.988, 681.59875, 0.6815988, 681598.8, 6815.988, 681.59875, 0.6815988, 1.2783545e-4, 1.1306434e-2, 0.681496, 681.49603, 681.49603, 681496.0
2301, 631436.75, 6314.3677, 631.43677, 0.63143677, 631436.75, 6314.3677, 631.43677, 0.63143677, 9.570449e-5, 9.7828675e-3, 0.629918, 629.91797, 629.91797, 629918.0
2201, 607567.9, 6075.6787, 607.5679, 0.60756785, 607567.9, 6075.6787, 607.5679, 0.60756785, 1.3537465e-4, 1.1635061e-2, 0.605931, 605.93097, 605.93097, 605931.0
2101, 608997.5, 6089.975, 608.9975, 0.6089975, 608997.5, 6089.975, 608.9975, 0.6089975, 3.411607e-4, 1.8470535e-2, 0.605366, 605.36597, 605.36597, 605366.0
2001, 555688.06, 5556.881, 555.6881, 0.5556881, 555688.06, 5556.881, 555.6881, 0.5556881, 7.535464e-5, 8.680705e-3, 0.554336, 554.336, 554.336, 554336.0
1901, 534103.5, 5341.035, 534.1035, 0.5341035, 534103.5, 5341.035, 534.1035, 0.5341035, 2.6375655e-4, 1.6240584e-2, 0.528165, 528.165, 528.165, 528165.0
1801, 510185.66, 5101.8564, 510.18567, 0.51018566, 510185.66, 5101.8564, 510.18567, 0.51018566, 3.780748e-5, 6.148779e-3, 0.511393, 511.393, 511.393, 511393.0
1701, 469032.22, 4690.3223, 469.03223, 0.46903223, 469032.22, 4690.3223, 469.03223, 0.46903223, 2.8432247e-5, 5.3321896e-3, 0.467538, 467.538, 467.538, 467538.0
1601, 436813.44, 4368.1343, 436.81345, 0.43681344, 436813.44, 4368.1343, 436.81345, 0.43681344, 2.2244674e-5, 4.716426e-3, 0.43475, 434.75, 434.75, 434750.0
1501, 429409.63, 4294.096, 429.40964, 0.42940962, 429409.63, 4294.096, 429.40964, 0.42940962, 1.380983e-4, 1.1751523e-2, 0.424909, 424.909, 424.909, 424909.0
1401, 381054.84, 3810.5486, 381.05484, 0.38105485, 381054.84, 3810.5486, 381.05484, 0.38105485, 1.7203229e-5, 4.1476777e-3, 0.380629, 380.629, 380.629, 380629.0
1301, 353474.2, 3534.742, 353.4742, 0.3534742, 353474.2, 3534.742, 353.4742, 0.3534742, 2.2729901e-4, 1.5076439e-2, 0.348887, 348.887, 348.887, 348887.0
1201, 336771.47, 3367.7146, 336.77145, 0.33677146, 336771.47, 3367.7146, 336.77145, 0.33677146, 1.5073545e-5, 3.8824663e-3, 0.336297, 336.297, 336.297, 336297.0
1101, 296578.47, 2965.7847, 296.57846, 0.29657847, 296578.47, 2965.7847, 296.57846, 0.29657847, 9.951922e-6, 3.1546666e-3, 0.296026, 296.026, 296.026, 296026.0
1001, 265389.88, 2653.8987, 265.38986, 0.26538986, 265389.88, 2653.8987, 265.38986, 0.26538986, 1.6258371e-5, 4.032167e-3, 0.264826, 264.826, 264.826, 264826.0
901, 259118.83, 2591.1882, 259.11884, 0.25911883, 259118.83, 2591.1882, 259.11884, 0.25911883, 7.587542e-5, 8.71065e-3, 0.25872, 258.72, 258.72, 258720.02
801, 209280.55, 2092.8054, 209.28055, 0.20928055, 209280.55, 2092.8054, 209.28055, 0.20928055, 4.8155154e-5, 6.9393916e-3, 0.20835, 208.35, 208.35, 208350.0
701, 185764.22, 1857.6422, 185.76422, 0.18576422, 185764.22, 1857.6422, 185.76422, 0.18576422, 3.7151625e-5, 6.0952133e-3, 0.185005, 185.00499, 185.00499, 185005.0
601, 166472.72, 1664.7272, 166.47272, 0.16647272, 166472.72, 1664.7272, 166.47272, 0.16647272, 1.4668182e-5, 3.8299062e-3, 0.165803, 165.803, 165.803, 165803.0
501, 128519.73, 1285.1973, 128.51973, 0.12851973, 128519.73, 1285.1973, 128.51973, 0.12851973, 7.028135e-5, 8.383397e-3, 0.12542, 125.420006, 125.420006, 125420.01
401, 93550.13, 935.5013, 93.55013, 9.355013e-2, 93550.13, 935.5013, 93.55013, 9.355013e-2, 1.8506016e-5, 4.301862e-3, 9.1979e-2, 91.979, 91.979, 91979.0
301, 85125.54, 851.2554, 85.125534, 8.5125536e-2, 85125.54, 851.2554, 85.125534, 8.5125536e-2, 3.510147e-6, 1.8735386e-3, 8.4895e-2, 84.895, 84.895, 84895.0
